,event_id,investigation_type,event_date,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,injuries_reported
38287,20001207X04454,Accident,1995-09-09,United States,Non-Fatal,Substantial,,piper,PA-38,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1995,True
38289,20001207X04420,Accident,1995-09-09,United States,Non-Fatal,Substantial,,cessna,170,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1995,True
38290,20001207X04408,Accident,1995-09-09,United States,Non-Fatal,Substantial,,piper,PA-12,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38291,20001207X04406,Accident,1995-09-09,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,1995,True
38292,20001207X04590,Accident,1995-09-10,United States,Fatal(1),Destroyed,,cessna,P210N,No,1.0,Reciprocating,Other Work Use,1.0,0.0,0.0,0.0,VMC,Cruise,1995,True
38303,20001207X04500,Accident,1995-09-10,United States,Non-Fatal,Substantial,,piper,PA-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1995,True
38306,20001207X04421,Accident,1995-09-10,United States,Non-Fatal,Substantial,,piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1995,True
38313,20001207X04456,Accident,1995-09-11,United States,Non-Fatal,Substantial,,piper,PA-28-181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38314,20001207X04413,Accident,1995-09-11,United States,Non-Fatal,Substantial,,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1995,True
38315,20001207X04516,Accident,1995-09-12,United States,Fatal(2),Destroyed,,cessna,U206G,No,1.0,Reciprocating,Public Aircraft,2.0,0.0,0.0,0.0,VMC,Cruise,1995,True
38317,20001207X04409,Accident,1995-09-12,United States,Non-Fatal,Substantial,,piper,PA-18-150,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Takeoff,1995,True
38318,20001207X04561,Accident,1995-09-13,Bahamas,Fatal(5),Destroyed,,cessna,402B,No,,Unknown,Unknown,5.0,4.0,0.0,0.0,VMC,,1995,True
38319,20001207X04479,Accident,1995-09-13,United States,Fatal(3),Destroyed,,cessna,172M,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,Cruise,1995,True
38322,20001207X04459,Accident,1995-09-13,United States,Non-Fatal,Substantial,,cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1995,True
38327,20001207X04397,Accident,1995-09-14,United States,Fatal(2),Destroyed,,cessna,185,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Maneuvering,1995,True
38330,20001207X04410,Accident,1995-09-14,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38334,20001207X04539,Accident,1995-09-15,United States,Fatal(2),Destroyed,,piper,PA-34-200T,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Climb,1995,True
38335,20001207X04605,Accident,1995-09-15,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38337,20001207X04527,Accident,1995-09-15,United States,Non-Fatal,Substantial,Airplane,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38341,20001207X04506,Accident,1995-09-16,United States,Non-Fatal,Substantial,,cessna,150K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1995,True
38343,20001207X04462,Accident,1995-09-16,United States,Non-Fatal,Substantial,,cessna,177,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1995,True
38348,20001207X04529,Accident,1995-09-17,United States,Non-Fatal,Substantial,,piper,PA-28R-200,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Go-around,1995,True
38349,20001207X04411,Accident,1995-09-17,United States,Non-Fatal,Substantial,,piper,PA-12,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38353,20001207X04576,Accident,1995-09-18,United States,Non-Fatal,Substantial,,piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1995,True
38356,20001207X04609,Accident,1995-09-20,United States,Non-Fatal,Destroyed,,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1995,True
38364,20001207X04441,Accident,1995-09-21,United States,Fatal(1),Destroyed,,cessna,421B,No,2.0,Reciprocating,Executive/corporate,1.0,0.0,0.0,0.0,IMC,Cruise,1995,True
38365,20001207X04398,Incident,1995-09-21,United States,Incident,,,piper,PA-28-181,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Climb,1995,True
38371,20001207X04433,Accident,1995-09-22,United States,Non-Fatal,Substantial,,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Landing,1995,True
38373,20001207X04414,Accident,1995-09-22,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38378,20001207X04552,Accident,1995-09-23,United States,Non-Fatal,Substantial,,piper,PA-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1995,True
38381,20001207X04415,Accident,1995-09-23,United States,Non-Fatal,Substantial,,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Taxi,1995,True
38383,20001207X04568,Accident,1995-09-24,United States,Fatal(1),Minor,,boeing,A75N1,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,1.0,VMC,Approach,1995,True
38384,20001207X04483,Accident,1995-09-24,United States,Fatal(5),Destroyed,,piper,PA-24B-260,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC,Cruise,1995,True
38385,20001207X04482,Accident,1995-09-24,United States,Fatal(1),Destroyed,,cessna,T210L,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,1995,True
38386,20001207X04475,Accident,1995-09-24,United States,Non-Fatal,,,piper,PA-25-235B,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Taxi,1995,True
38388,20001207X04417,Accident,1995-09-24,United States,Fatal(2),Destroyed,,cessna,310P,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Cruise,1995,True
38389,20001207X04554,Accident,1995-09-24,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38393,20001207X04507,Accident,1995-09-24,United States,Non-Fatal,Substantial,,cessna,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38394,20001207X04468,Accident,1995-09-24,United States,Non-Fatal,Substantial,,piper,PA-24-250,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Cruise,1995,True
38397,20001207X04613,Accident,1995-09-25,United States,Non-Fatal,Substantial,,cessna,340,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,1995,True
38399,20001207X04467,Accident,1995-09-25,United States,Non-Fatal,Substantial,,piper,PA-28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,1995,True
38401,20001207X04543,Incident,1995-09-26,United States,Incident,,,boeing,737-400,No,2.0,Turbo Fan,Unknown,0.0,0.0,3.0,162.0,VMC,Takeoff,1995,True
38406,20001207X04442,Accident,1995-09-27,United States,Fatal(1),Destroyed,,cessna,T210R,No,1.0,Reciprocating,Business,1.0,1.0,1.0,0.0,VMC,Approach,1995,True
38407,20001207X04418,Accident,1995-09-27,United States,Fatal(2),Destroyed,,piper,PA-44-180,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,1995,True
38409,20001207X04472,Accident,1995-09-27,United States,Non-Fatal,Substantial,,cessna,T210M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Approach,1995,True
38415,20001207X04579,Accident,1995-09-28,United States,Non-Fatal,Substantial,,cessna,172RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38417,20001207X04530,Accident,1995-09-28,United States,Non-Fatal,Substantial,,cessna,P210N,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1995,True
38421,20001207X04428,Accident,1995-09-28,United States,Non-Fatal,Substantial,,cessna,182R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,1995,True
38422,20001207X04532,Accident,1995-09-29,United States,Fatal(2),Destroyed,,cessna,172H,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,1995,True
38425,20001207X04582,Accident,1995-09-29,United States,Non-Fatal,Substantial,,piper,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,1995,True
38426,20001207X04581,Accident,1995-09-29,United States,Non-Fatal,Substantial,,piper,PA-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Approach,1995,True
38430,20001207X04616,Accident,1995-09-30,United States,Non-Fatal,Substantial,,piper,PA-18A,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,1.0,VMC,Landing,1995,True
38431,20001207X04535,Accident,1995-09-30,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38440,20001207X04630,Accident,1995-10-01,United States,Non-Fatal,Substantial,,cessna,172M,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Landing,1995,True
38447,20001207X04763,Accident,1995-10-04,United States,Fatal(2),Destroyed,,cessna,172N,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,1995,True
38448,20001207X04787,Accident,1995-10-04,United States,Non-Fatal,Substantial,,cessna,A185E,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1995,True
38449,20001207X04750,Accident,1995-10-04,United States,Non-Fatal,Substantial,,cessna,T210M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1995,True
38457,20001207X04632,Accident,1995-10-06,United States,Non-Fatal,Substantial,,piper,PA-25-235,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,1995,True
38460,20001207X04693,Accident,1995-10-06,United States,Non-Fatal,Substantial,,cessna,195A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38462,20001207X04618,Accident,1995-10-06,United States,Non-Fatal,Substantial,,cessna,150M,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Landing,1995,True
38463,20001207X04617,Accident,1995-10-06,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Takeoff,1995,True
38471,20001207X04620,Accident,1995-10-07,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,1995,True
38475,20001207X04692,Accident,1995-10-08,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Cruise,1995,True
38476,20001207X04640,Accident,1995-10-08,United States,Fatal(1),Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,1995,True
38479,20001207X04719,Accident,1995-10-09,United States,Non-Fatal,Substantial,,piper,J3C-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,1995,True
38481,20001207X04659,Accident,1995-10-09,United States,Non-Fatal,Substantial,,cessna,152II,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
38482,20001207X04658,Accident,1995-10-09,United States,Non-Fatal,Substantial,,piper,PA-28-236,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,1995,True
38484,20001207X04681,Accident,1995-10-10,United States,Fatal(3),Destroyed,,cessna,172RG,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,Maneuvering,1995,True
38486,20001207X04769,Accident,1995-10-10,United States,Non-Fatal,Substantial,,cessna,172,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Go-around,1995,True
38487,20001207X04753,Accident,1995-10-10,United States,Non-Fatal,Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38491,20001207X04660,Accident,1995-10-11,United States,Non-Fatal,Substantial,,cessna,172F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38493,20001207X04639,Accident,1995-10-12,United States,Fatal(2),Destroyed,,cessna,172M,No,1.0,Reciprocating,Unknown,2.0,1.0,0.0,0.0,VMC,Maneuvering,1995,True
38494,20001207X04697,Accident,1995-10-12,United States,Non-Fatal,Substantial,,cessna,182E,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Approach,1995,True
38496,20001207X04641,Incident,1995-10-13,United States,Incident,Minor,,piper,PA-23,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Cruise,1995,True
38499,20001207X04756,Accident,1995-10-13,United States,Non-Fatal,Substantial,,piper,PA-28R-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Descent,1995,True
38506,20001207X04662,Accident,1995-10-15,United States,Non-Fatal,Destroyed,,piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Descent,1995,True
38508,20001207X04773,Accident,1995-10-15,United States,Non-Fatal,Substantial,,cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,1995,True
38510,20001207X04724,Accident,1995-10-15,United States,Non-Fatal,Substantial,,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,1995,True
38512,20001207X04663,Accident,1995-10-15,United States,Non-Fatal,Substantial,,cessna,180R,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38515,20001207X04775,Accident,1995-10-16,United States,Non-Fatal,Substantial,,piper,PA-32,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Descent,1995,True
38519,20001207X04726,Accident,1995-10-17,PACIFIC OCEAN,Non-Fatal,,,boeing,747-422,No,4.0,Turbo Fan,Unknown,0.0,1.0,5.0,331.0,VMC,Cruise,1995,True
38520,20001207X04698,Accident,1995-10-17,United States,Non-Fatal,Substantial,,cessna,182A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Approach,1995,True
38521,20001207X04621,Accident,1995-10-17,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,1995,True
38522,20001207X04766,Accident,1995-10-18,ATLANTIC OCEAN,Fatal(1),Substantial,,piper,PA-31-350,No,2.0,Reciprocating,Unknown,1.0,0.0,1.0,4.0,VMC,Descent,1995,True
38523,20001207X04746,Accident,1995-10-18,Mexico,Fatal(1),Destroyed,,cessna,182,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,,1995,True
38525,20001207X04699,Accident,1995-10-18,United States,Non-Fatal,Substantial,,cessna,175,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38526,20001207X04667,Accident,1995-10-18,United States,Non-Fatal,Substantial,,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38527,20001207X04666,Accident,1995-10-18,United States,Non-Fatal,Substantial,,piper,PA-24-260,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,Approach,1995,True
38528,20001207X04793,Accident,1995-10-19,United States,Non-Fatal,Substantial,,cessna,172N,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1995,True
38529,20001207X04776,Accident,1995-10-19,United States,Non-Fatal,Substantial,,cessna,210C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1995,True
38532,20001207X04701,Accident,1995-10-19,United States,Non-Fatal,Substantial,,cessna,182P,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,1995,True
38534,20001207X04668,Accident,1995-10-19,United States,Non-Fatal,Substantial,,piper,PA-31,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Cruise,1995,True
38535,20001207X04623,Accident,1995-10-19,United States,Non-Fatal,Substantial,,piper,PA-18,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38537,20001207X04762,Accident,1995-10-20,United States,Non-Fatal,Substantial,,cessna,182R,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Approach,1995,True
38541,20001207X04671,Accident,1995-10-20,United States,Non-Fatal,Substantial,,cessna,180G,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38545,20001207X04656,Accident,1995-10-21,United States,Fatal(1),Destroyed,,cessna,421C,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Approach,1995,True
38546,20001207X04777,Accident,1995-10-21,United States,Non-Fatal,Substantial,,cessna,172RG,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,IMC,Takeoff,1995,True
38548,20001207X04729,Accident,1995-10-21,United States,Non-Fatal,Substantial,,piper,PA-22,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,1995,True
38549,20001207X04669,Accident,1995-10-21,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,Cruise,1995,True
38550,20001207X04637,Accident,1995-10-21,United States,Non-Fatal,Substantial,,cessna,150F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,1995,True
38552,20001207X04779,Accident,1995-10-22,United States,Non-Fatal,Substantial,,cessna,182B,No,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC,Descent,1995,True
38555,20001207X04708,Accident,1995-10-22,United States,Non-Fatal,Substantial,,cessna,175,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,1995,True
38556,20001207X04703,Accident,1995-10-22,United States,Non-Fatal,Substantial,,cessna,172D,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,1995,True
38558,20001207X04636,Accident,1995-10-22,United States,Non-Fatal,Substantial,,cessna,182H,No,1.0,Reciprocating,Business,0.0,0.0,4.0,0.0,VMC,Cruise,1995,True
38559,20001207X04624,Accident,1995-10-22,United States,Non-Fatal,Substantial,,cessna,185,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38563,20001207X04794,Accident,1995-10-24,United States,Non-Fatal,Substantial,,cessna,210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38566,20001207X04677,Accident,1995-10-24,United States,Non-Fatal,Substantial,,cessna,A185E,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,1995,True
38567,20001207X04653,Accident,1995-10-24,United States,Non-Fatal,Substantial,,cessna,T210L,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38568,20001207X04625,Accident,1995-10-24,United States,Non-Fatal,Substantial,,piper,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38571,20001207X04732,Accident,1995-10-25,United States,Non-Fatal,Substantial,,cessna,182L,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,1995,True
38573,20001207X04672,Accident,1995-10-25,United States,Non-Fatal,Substantial,,cessna,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,1995,True
38574,20001207X04670,Accident,1995-10-25,United States,Non-Fatal,Substantial,,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Takeoff,1995,True
38580,20001207X04674,Accident,1995-10-26,United States,Non-Fatal,Substantial,,piper,PA-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38581,20001207X04673,Accident,1995-10-26,United States,Non-Fatal,Substantial,,cessna,180A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38583,20001207X04711,Accident,1995-10-27,United States,Fatal(1),Destroyed,,cessna,150M,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Unknown,1995,True
38585,20001207X04795,Accident,1995-10-27,United States,Non-Fatal,Substantial,,cessna,TR182,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,1995,True
38586,20001207X04781,Accident,1995-10-27,United States,Non-Fatal,Substantial,,cessna,414A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,1995,True
38587,20001207X04736,Accident,1995-10-27,United States,Non-Fatal,Substantial,,cessna,172,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38588,20001207X04735,Accident,1995-10-27,United States,Non-Fatal,Substantial,,cessna,206,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Approach,1995,True
38589,20001207X04709,Accident,1995-10-27,United States,Non-Fatal,Substantial,,cessna,T210F,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,1995,True
38593,20001207X04737,Accident,1995-10-28,United States,Non-Fatal,Substantial,,cessna,172H,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Descent,1995,True
38595,20001207X04678,Incident,1995-10-29,United States,Incident,,,boeing,B-737-500,No,,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,Go-around,1995,True
38596,20001207X04675,Accident,1995-10-29,United States,Non-Fatal,Destroyed,,piper,J-3C,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,1995,True
38597,20001207X04638,Accident,1995-10-29,Austria,Non-Fatal,Destroyed,,cessna,340,No,2.0,Reciprocating,Personal,0.0,0.0,6.0,0.0,IMC,,1995,True
38598,20001207X04747,Accident,1995-10-29,Mexico,Non-Fatal,Substantial,,cessna,210,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,1995,True
38600,20001207X04740,Accident,1995-10-29,United States,Non-Fatal,Substantial,,cessna,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Cruise,1995,True
38601,20001207X04739,Accident,1995-10-29,United States,Non-Fatal,Substantial,,piper,PA-28-140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,1995,True
38602,20001207X04710,Accident,1995-10-29,United States,Non-Fatal,Substantial,,cessna,170B,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Takeoff,1995,True
38603,20001207X04707,Accident,1995-10-29,United States,Non-Fatal,Substantial,,cessna,182TR,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,Maneuvering,1995,True
38605,20001207X04715,Incident,1995-10-30,United States,Incident,,,boeing,737-5H4,No,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,96.0,VMC,Climb,1995,True
38606,20001207X04652,Accident,1995-10-30,United States,Non-Fatal,Destroyed,,piper,PA-28-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,1995,True
38607,20001207X04744,Accident,1995-10-30,United States,Non-Fatal,Substantial,,cessna,310C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,1995,True
38609,20001207X04629,Accident,1995-10-31,,Fatal(4),Substantial,,piper,PA-23-250,No,2.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Takeoff,1995,True
38611,20001207X04712,Accident,1995-10-31,Mexico,Fatal(9),Destroyed,,cessna,208B,No,,Unknown,Unknown,9.0,2.0,0.0,0.0,IMC,,1995,True
38612,20001207X04741,Accident,1995-10-31,United States,Non-Fatal,Substantial,,piper,PA-22-135,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,1995,True
38613,20001207X04870,Accident,1995-11-01,PACIFIC OCEAN,Non-Fatal,,,boeing,747-122,No,4.0,Turbo Fan,Unknown,0.0,1.0,0.0,300.0,VMC,Cruise,1995,True
38615,20001207X04845,Accident,1995-11-01,United States,Non-Fatal,Substantial,,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,1995,True
